CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Approved
761,Delhi,Male,36,8,132730.17,1,1,199293.01,0
709,Amritsar,Female,25,3,0,2,0,161388.22,0
597,Delhi,Female,21,2,0,1,1,70532.53,0
592,Amritsar,Male,44,3,116498.22,1,1,144290.25,0
599,Amritsar,Female,20,9,0,2,1,96069.82,0
572,Mumbai,Female,25,10,139979.07,1,1,185662.84,0
611,Mumbai,Female,53,7,127216.31,2,0,17913.25,0
634,Amritsar,Female,52,9,0,4,1,101039.53,1
666,Amritsar,Male,31,7,148222.65,1,0,156953.54,1
696,Amritsar,Female,43,10,0,2,0,28276.83,0
669,Amritsar,Female,32,9,0,2,1,84049.16,0
726,Delhi,Male,44,3,134152.29,1,1,147822.44,0
497,Mumbai,Female,58,8,111537.23,4,1,9497.99,1
750,Delhi,Female,45,7,119565.92,1,1,87067.73,0
850,Delhi,Female,59,3,0,2,1,23237.25,0
617,Delhi,Male,53,10,0,1,1,27239.28,0
652,Mumbai,Male,54,5,121063.8,3,1,151481.86,1
560,Delhi,Female,44,10,124995.98,1,1,114669.79,0
629,Delhi,Male,29,1,0,2,0,116748.14,0
660,Mumbai,Female,38,2,86891.84,1,1,90877.76,0
676,Amritsar,Male,34,6,0,2,1,133692.88,0
581,Delhi,Male,45,9,78022.61,1,0,30662.91,0
798,Amritsar,Male,24,8,154495.79,1,1,191395.88,0
705,Amritsar,Male,31,4,189443.72,1,0,106648.58,0
714,Delhi,Female,52,6,152926.6,1,1,50899.91,0
664,Amritsar,Female,34,10,142989.69,1,1,115452.51,1
697,Mumbai,Male,39,1,115371.94,2,1,64139.1,0
609,Amritsar,Male,26,2,0,2,0,22030.72,0
548,Delhi,Male,20,10,178056.54,2,1,38434.73,0
850,Delhi,Male,56,5,206014.94,2,0,42774.84,1
656,Amritsar,Male,54,5,0,2,1,158973.77,0
727,Mumbai,Male,47,6,101191.83,1,1,34551.35,1
642,Amritsar,Female,24,9,0,2,1,101515.76,0
710,Delhi,Female,25,6,0,2,1,9561.73,0
710,Delhi,Male,59,8,0,2,1,168313.17,0
718,Amritsar,Female,53,2,0,2,1,55100.09,0
586,Mumbai,Male,31,5,149814.54,1,1,31830.06,0
617,Delhi,Female,53,10,115617.24,1,1,71519.4,0
630,Amritsar,Male,48,10,0,2,0,32599.35,0
791,Mumbai,Female,60,7,113657.41,2,0,139946.68,1
673,Delhi,Male,54,10,138160,1,1,110468.51,0
477,Mumbai,Female,36,9,117700.86,1,0,74042,0
662,Amritsar,Female,43,7,0,2,1,151871.84,0
850,Mumbai,Male,31,9,122506.38,1,0,199693.84,1
635,Amritsar,Female,34,6,0,1,1,58907.08,1
537,Amritsar,Male,53,7,0,2,0,103799.77,1
579,Amritsar,Female,27,7,166501.17,2,1,93835.64,0
651,Delhi,Female,56,10,89743.05,1,1,156425.57,1
610,Amritsar,Female,57,4,0,2,1,123723.83,0
581,Amritsar,Male,58,3,0,2,1,199464.08,0
592,Amritsar,Male,42,10,0,2,1,83084.33,0
688,Delhi,Female,51,3,0,1,1,25488.43,1
681,Amritsar,Female,58,7,98894.39,1,1,9596.4,0
658,Mumbai,Male,38,6,168735.74,2,0,70370.24,0
792,Amritsar,Male,32,10,0,1,0,86330.32,0
528,Mumbai,Female,27,4,133201.17,1,0,168507.68,1
624,Delhi,Female,35,3,0,2,1,111605.9,0
562,Mumbai,Male,50,10,127237.25,2,0,143317.42,0
678,Mumbai,Male,38,2,117864.85,2,1,27619.06,0
705,Mumbai,Female,49,2,153469.26,3,0,146573.66,1
650,Mumbai,Male,44,9,93911.3,2,1,69055.45,0
593,Delhi,Female,40,8,76597.79,1,1,54453.72,0
652,Amritsar,Female,21,6,79927.36,2,1,33524.6,0
554,Delhi,Female,32,6,0,2,1,135083.73,0
584,Mumbai,Male,41,2,40172.91,1,1,137439.34,0
516,Amritsar,Male,49,4,115195.58,1,1,11205.5,0
789,Mumbai,Female,47,3,116644.29,2,1,60176.1,0
598,Mumbai,Male,55,8,180293.84,2,1,29552.7,0
669,Mumbai,Female,50,1,139872.81,1,1,188795.85,0
645,Amritsar,Female,59,3,34547.82,1,1,11638.17,0
659,Amritsar,Female,58,7,0,2,1,93155.75,0
833,Mumbai,Male,23,6,96462.25,2,0,48986.18,0
697,Delhi,Female,26,6,130334.35,2,0,116951.1,0
580,Mumbai,Male,58,4,119688.81,1,1,137041.26,0
691,Amritsar,Male,50,4,0,2,0,44653.5,0
534,Amritsar,Male,44,9,0,3,1,104035.41,1
478,Amritsar,Female,52,4,71187.24,1,1,110593.62,0
572,Amritsar,Female,45,4,0,2,1,36099.7,0
501,Amritsar,Male,53,4,0,2,0,12470.3,0
624,Delhi,Female,31,4,0,2,1,95403.41,0
595,Amritsar,Female,24,2,136422.41,1,1,151757.81,0
603,Amritsar,Male,48,2,0,2,1,47536.46,0
602,Amritsar,Female,52,6,0,2,1,101274.17,0
500,Amritsar,Female,26,5,0,1,1,140268.45,0
422,Amritsar,Male,28,2,153238.88,1,1,11663.09,0
615,Amritsar,Male,46,3,0,2,1,150784.29,0
635,Amritsar,Female,30,10,47536.4,1,1,119400.08,0
711,Amritsar,Female,22,2,0,2,1,126188.42,0
834,Amritsar,Male,36,1,142882.49,1,1,89983.02,1
633,Amritsar,Female,33,4,0,2,1,29761.29,0
650,Amritsar,Female,52,6,160566.11,2,0,27073.81,0
743,Mumbai,Male,48,10,131935.51,1,1,96399.67,1
567,Amritsar,Male,36,5,127678.8,2,0,45422.89,0
706,Mumbai,Female,32,2,105214.58,1,1,108699.59,1
638,Amritsar,Male,21,4,139859.54,1,1,38967.29,0
641,Amritsar,Female,28,2,0,2,1,116466.19,0
574,Amritsar,Female,29,1,112324.45,2,1,17993.43,0
642,Mumbai,Male,51,10,134497.27,1,0,43250.54,0
722,Delhi,Female,20,2,120171.58,1,1,125240.8,0
623,Amritsar,Male,54,5,106012.2,2,0,191415.94,0
681,Amritsar,Male,43,8,0,1,0,90860.97,0
530,Amritsar,Female,48,10,0,2,0,141872.52,0
797,Amritsar,Female,33,6,0,4,1,49418.87,1
653,Amritsar,Male,49,10,0,1,1,170426.65,1
850,Mumbai,Male,31,5,119839.69,1,0,51016.02,1
581,Delhi,Male,43,3,0,2,0,81175.25,0
589,Mumbai,Male,37,9,92219.21,1,1,99106.97,0
555,Mumbai,Male,60,4,142055.41,2,0,79134.78,0
748,Amritsar,Female,37,8,29602.08,1,0,163550.58,1
745,Amritsar,Female,38,7,0,2,1,67769.94,0
730,Amritsar,Male,31,1,0,2,1,126592.01,0
565,Amritsar,Female,46,2,0,2,0,89602.81,0
778,Amritsar,Male,49,3,141803.77,1,0,179421.84,0
812,Amritsar,Male,40,6,0,2,1,156906.15,0
526,Amritsar,Male,34,2,0,1,0,168486.02,0
708,Amritsar,Female,25,7,126589.12,2,0,132730.07,1
680,Amritsar,Male,43,7,108393.35,1,0,39057.67,0
567,Delhi,Male,56,6,115643.58,2,0,174606.35,0
564,Delhi,Male,29,8,132876.23,1,1,79259.77,0
709,Amritsar,Female,36,4,110949.41,1,1,168515.61,0
629,Amritsar,Male,42,7,130666.2,1,1,161125.67,1
510,Amritsar,Female,50,5,103821.47,2,0,77878.62,0
506,Amritsar,Female,42,6,0,1,1,80823.02,0
605,Amritsar,Male,52,5,0,1,0,119348.28,0
650,Delhi,Male,58,3,132187.73,2,1,178331.36,0
850,Mumbai,Male,43,9,98649.55,1,1,119174.88,1
489,Mumbai,Male,25,4,126444.08,2,1,82662.73,0
659,Mumbai,Female,46,9,154159.51,1,1,40441.1,0
753,Amritsar,Female,20,9,0,2,1,109881.71,0
477,Mumbai,Male,29,5,129250,2,1,157937.35,0
610,Delhi,Female,55,10,0,1,1,38276.84,1
619,Amritsar,Female,59,9,167733.51,2,1,65222.48,0
619,Mumbai,Female,25,7,56116.3,2,0,2181.94,0
758,Amritsar,Female,29,10,141581.08,1,1,156249.06,0
516,Mumbai,Male,53,10,139675.07,2,1,45591.23,0
789,Amritsar,Female,32,7,66201.96,1,1,79458.12,0
687,Amritsar,Female,49,2,0,2,0,103042.2,1
485,Mumbai,Male,41,9,133658.24,1,1,70209.83,0
446,Mumbai,Male,37,9,136202.78,1,1,176743.51,0
597,Amritsar,Female,24,7,131778.08,1,0,10703.53,1
712,Delhi,Male,51,9,0,2,0,151425.82,0
522,Amritsar,Female,58,7,0,2,1,3894.34,0
805,Mumbai,Female,46,7,42712.87,2,1,28861.69,0
781,Amritsar,Female,26,6,0,2,1,177703.15,0
689,Delhi,Female,29,7,0,2,1,136649.8,1
670,Mumbai,Male,43,2,142631.54,2,1,175894.24,0
670,Amritsar,Male,22,8,141204.65,2,1,76257.46,0
524,Mumbai,Female,58,3,131402.21,1,0,193668.49,0
734,Delhi,Female,29,5,92636.96,2,1,125671.29,0
489,Amritsar,Female,41,6,0,2,0,174098.28,1
578,Mumbai,Female,40,10,102088.68,4,0,187866.21,1
622,Delhi,Male,43,7,0,2,0,100862.36,0
843,Amritsar,Female,50,6,134887.53,1,1,10804.04,0
687,Amritsar,Male,60,7,0,2,1,170893.85,0
700,Delhi,Male,31,3,159900.38,1,0,22698.56,0
410,Mumbai,Female,40,7,102278.79,2,1,89822.48,0
537,Amritsar,Female,40,9,0,2,0,175262.49,0
780,Amritsar,Female,21,1,0,1,0,15705.27,0
652,Delhi,Male,53,7,0,2,0,170025.43,0
620,Mumbai,Male,28,10,76989.97,1,1,17242.79,0
697,Amritsar,Female,52,8,0,2,1,79734.23,0
786,Amritsar,Male,55,4,0,2,1,92712.97,0
850,Mumbai,Female,49,6,114491.82,1,1,99689.48,0
749,Mumbai,Male,26,3,144768.94,1,1,93336.3,1
445,Amritsar,Male,31,1,145056.59,1,1,175893.53,0
443,Mumbai,Male,47,4,117206.3,1,1,42840.18,1
637,Mumbai,Male,46,1,138014.4,2,1,140298.24,0
616,Mumbai,Female,60,7,128352.59,3,1,144000.59,1
756,Amritsar,Female,24,6,112568.31,1,1,113408.11,0
644,Amritsar,Male,21,3,0,1,1,96420.58,0
850,Mumbai,Male,22,10,176958.46,2,0,125806.3,0
703,Mumbai,Female,34,9,99167.54,1,1,65720.92,0
684,Delhi,Female,41,9,103210.27,1,1,31002.03,0
706,Mumbai,Female,43,4,104478.12,3,0,158248.71,1
580,Delhi,Male,49,10,125921.37,1,1,94677.83,0
777,Delhi,Female,55,10,0,2,1,17257.72,0
676,Mumbai,Male,31,4,80697.44,1,0,101397.86,0
708,Amritsar,Female,56,3,161887.81,2,1,84870.23,0
809,Amritsar,Male,29,7,109558.36,1,1,183515.13,0
588,Amritsar,Male,53,10,124271.26,1,1,75969.19,0
623,Amritsar,Male,37,2,0,2,1,146379.3,0
537,Delhi,Male,20,3,190569.23,1,0,127154.8,0
536,Delhi,Male,49,3,143923.96,1,1,2019.78,1
769,Amritsar,Male,43,2,96542.16,2,0,197885.72,0
690,Amritsar,Male,44,1,0,2,1,138017.68,0
771,Delhi,Male,45,8,139825.56,1,0,170984.97,1
497,Mumbai,Male,58,7,111769.14,2,1,55859.27,0
622,Delhi,Male,49,6,0,2,1,4459.5,0
602,Delhi,Male,25,5,113672.18,2,0,102135.92,0
543,Amritsar,Female,31,9,147256.86,1,1,112771.95,0
520,Delhi,Male,44,6,107023.03,1,1,32903.93,0
669,Amritsar,Male,22,8,125529.55,1,1,162260.93,0
631,Delhi,Female,31,3,0,1,0,87959.83,0
537,Mumbai,Male,34,4,131834.8,1,1,166476.95,1
732,Amritsar,Male,28,2,0,2,1,25438.87,0
844,Delhi,Male,43,5,99529.7,1,0,157230.06,1
838,Delhi,Male,25,4,0,2,0,197305.91,0
652,Amritsar,Male,24,1,107303.72,2,0,44435.76,0
660,Amritsar,Male,45,7,72783.42,1,0,181051.99,0
692,Delhi,Female,57,3,0,1,0,159069.37,0
588,Amritsar,Female,44,7,0,2,1,155485.24,0
533,Mumbai,Female,60,4,115743.6,1,0,43852.05,0
850,Amritsar,Male,57,8,161256.53,1,1,140071.57,0
511,Amritsar,Male,44,10,0,2,1,49089.36,0
530,Delhi,Male,54,8,0,2,0,55893.37,0
554,Amritsar,Male,21,9,0,2,0,192660.55,0
585,Mumbai,Female,50,8,162261.01,2,1,137028.51,0
754,Amritsar,Male,48,6,74896.33,1,0,34430.16,0
474,Amritsar,Male,57,3,0,1,1,108409.17,1
837,Mumbai,Male,58,9,144037.6,1,1,145325.32,0
567,Amritsar,Female,53,3,93522.2,1,0,81425.61,0
800,Delhi,Male,37,3,0,2,1,51553.43,0
646,Amritsar,Male,34,10,0,2,0,52795.15,0
627,Mumbai,Male,58,10,106922.92,2,0,84270.09,0
505,Amritsar,Male,52,1,112972.57,1,1,145011.62,0
566,Mumbai,Female,56,9,123042,1,1,66245.44,1
619,Mumbai,Female,42,1,100488.92,2,0,36446.74,0
757,Amritsar,Female,51,1,123322.15,1,1,137136.29,0
648,Amritsar,Male,44,9,0,1,0,117323.31,0
621,Delhi,Male,49,2,68683.68,1,1,74157.71,0
543,Mumbai,Male,49,1,59532.18,1,1,104253.56,0
658,Amritsar,Female,53,7,140260.36,2,1,2748.72,0
633,Mumbai,Male,23,7,88302.65,1,1,195937.16,0
648,Amritsar,Female,25,5,0,2,0,22101.86,0
501,Mumbai,Male,25,3,114655.58,1,0,126535.92,0
683,Amritsar,Female,42,9,148283.94,1,1,44692.63,1
619,Delhi,Female,27,9,0,1,1,112442.63,1
705,Amritsar,Female,54,9,0,2,0,66331.01,0
638,Mumbai,Female,33,8,123916.67,1,1,16657.68,1
710,Amritsar,Female,42,8,0,2,1,20081.3,0
590,Amritsar,Female,58,9,0,2,1,93820.49,1
725,Amritsar,Male,54,1,165896,2,1,130795.52,0
638,Amritsar,Female,30,3,0,2,1,160129.99,0
791,Amritsar,Male,21,7,111168.97,1,1,189969.91,0
702,Amritsar,Female,33,9,103549.24,1,0,9712.52,1
607,Amritsar,Female,30,4,0,2,0,196062.01,0
535,Amritsar,Male,54,6,103804.97,1,1,125710.53,0
651,Amritsar,Male,32,4,165901.59,2,1,23054.51,1
506,Mumbai,Male,54,7,119152.1,2,1,170679.74,0
511,Delhi,Female,33,8,122950.31,1,1,181258.76,0
757,Amritsar,Female,24,4,0,1,1,22835.13,1
768,Mumbai,Male,52,6,133384.66,1,1,102397.22,1
757,Amritsar,Male,45,8,0,2,1,115950.96,0
663,Delhi,Male,24,1,0,2,0,15876.52,0
537,Mumbai,Female,57,2,158411.95,4,1,117690.58,1
570,Mumbai,Male,49,6,122028.65,2,1,173792.77,0
850,Amritsar,Female,40,4,0,1,1,80992.8,0
661,Mumbai,Female,41,9,128751.65,2,1,189398.18,1
659,Amritsar,Male,21,8,133436.52,1,1,56787.8,0
454,Delhi,Male,44,7,123177.01,1,1,148309.98,0
708,Amritsar,Female,53,8,0,1,1,179673.11,1
720,Amritsar,Female,45,8,120328.88,2,1,138470.21,0
785,Amritsar,Female,26,10,130147.98,1,1,163798.41,1
743,Delhi,Female,26,10,92716.96,1,1,33693.78,0
493,Delhi,Female,34,9,0,2,1,48545.1,0
557,Delhi,Male,45,9,0,1,0,123427.98,0
850,Amritsar,Male,56,6,76914.21,1,1,174183.44,0
799,Amritsar,Female,21,9,106045.92,2,1,17938,0
756,Amritsar,Male,36,3,103133.26,1,1,90059.04,0
752,Amritsar,Male,59,5,145974.79,2,1,137694.23,0
696,Delhi,Female,60,1,0,3,1,65039.9,0
630,Delhi,Female,52,8,0,2,0,162858.29,0
659,Delhi,Female,57,2,0,2,1,35701.06,0
685,Delhi,Male,42,1,0,2,1,18826.06,0
599,Delhi,Female,47,9,0,1,1,130086.47,1
559,Delhi,Female,44,1,139183.06,1,0,143360.56,0
615,Delhi,Male,30,9,0,2,1,159920.92,0
580,Mumbai,Female,33,8,74974.89,1,1,12099.67,0
487,Delhi,Male,59,6,61691.45,1,1,53087.98,0
646,Mumbai,Female,43,2,121952.75,2,1,142839.82,0
811,Amritsar,Female,53,4,0,1,1,178.19,0
526,Delhi,Male,30,7,0,2,1,105618.14,0
767,Delhi,Male,43,9,0,2,1,24734.25,0
548,Amritsar,Female,45,1,80107.83,2,0,82245.67,0
737,Delhi,Female,28,6,0,2,0,177695.67,0
613,Mumbai,Male,50,6,147856.82,3,0,107961.11,1
711,Delhi,Male,30,6,0,2,1,55207.41,0
850,Delhi,Female,39,4,65407.16,2,0,182633.63,1
752,Amritsar,Female,26,10,114233.18,1,1,51587.04,0
710,Amritsar,Female,44,1,0,2,1,115403.31,0
664,Delhi,Female,41,8,187602.18,1,1,186392.99,1
510,Amritsar,Female,50,1,156834.34,1,0,44374.44,0
577,Amritsar,Female,26,2,0,2,1,84033.35,0
529,Amritsar,Male,60,7,157498.9,1,1,82276.62,0
757,Delhi,Female,24,6,0,2,1,177528.92,0
691,Amritsar,Male,30,3,0,1,1,56850.92,1
621,Delhi,Male,30,1,0,1,0,47972.65,0
709,Delhi,Male,37,9,0,2,1,104982.39,0
756,Delhi,Male,59,4,130274.22,1,1,133535.29,0
788,Amritsar,Female,59,1,0,1,1,25571.37,0
705,Amritsar,Female,40,2,149379.66,2,1,96075.55,0
483,Amritsar,Male,25,8,0,1,1,81634.45,0
719,Delhi,Male,22,4,100829.94,1,1,165008.97,0
793,Mumbai,Female,31,5,96408.98,1,1,138191.81,0
593,Amritsar,Male,27,4,0,2,1,99136.49,0
551,Amritsar,Male,20,5,0,1,0,63584.55,1
690,Amritsar,Male,52,6,0,2,1,160532.88,0
823,Amritsar,Male,50,3,149105.08,1,0,162683.06,0
512,Delhi,Male,45,1,0,1,1,134878.19,0
802,Delhi,Male,49,8,0,2,1,134626.3,0
450,Delhi,Female,38,2,0,2,1,175480.93,0
651,Mumbai,Male,56,7,90218.11,1,1,174337.68,0
697,Amritsar,Female,50,3,87347.7,1,1,172524.51,0
611,Amritsar,Male,48,2,0,2,0,25395.83,0
643,Amritsar,Female,49,2,137811.75,1,1,184856.89,0
822,Amritsar,Male,36,2,105563,1,1,182624.93,0
632,Amritsar,Male,58,3,0,2,0,192505.62,0
575,Delhi,Female,45,5,0,2,1,112507.63,0
672,Amritsar,Male,40,8,91125.75,1,1,177295.92,0
517,Delhi,Male,31,8,0,2,0,12465.51,0
621,Delhi,Male,20,8,0,2,1,36122.96,0
775,Mumbai,Female,34,2,135120.56,1,1,37836.64,0
600,Amritsar,Male,55,1,0,2,0,34747.43,0
640,Amritsar,Male,36,5,0,2,1,131097.9,0
752,Amritsar,Female,58,6,86837.95,1,1,105280.55,0
613,Amritsar,Male,29,2,100446.57,1,0,149653.81,0
484,Amritsar,Female,41,9,0,2,1,139390.99,0
511,Amritsar,Female,30,6,0,2,1,132436.71,0
745,Amritsar,Female,29,8,0,4,0,179705.13,1
786,Delhi,Female,59,4,114512.59,1,1,15796.66,0
727,Amritsar,Male,51,8,136364.46,1,0,142754.71,0
622,Amritsar,Male,50,4,106260.67,1,1,2578.43,0
794,Amritsar,Male,23,1,146126.75,1,1,88992.05,0
636,Delhi,Male,27,3,111284.53,1,0,32936.44,1
741,Delhi,Female,24,4,121056.63,2,1,39122.58,0
687,Amritsar,Male,56,1,128270.56,1,1,191092.62,0
660,Delhi,Male,48,1,0,2,1,129149.06,0
660,Amritsar,Male,35,7,0,2,1,13218.6,0
617,Amritsar,Female,30,10,0,1,1,160589.18,0
762,Amritsar,Male,52,4,191775.65,1,1,179657.83,0
752,Delhi,Female,38,6,0,1,1,44335.54,1
561,Delhi,Male,49,1,85141.79,2,1,29217.37,0
609,Amritsar,Male,23,9,126392.18,1,0,43651.49,0
803,Amritsar,Male,59,7,0,2,1,159654,0
556,Amritsar,Female,31,1,129860.37,1,0,17992.94,0
531,Amritsar,Female,32,9,127642.44,1,1,141501.45,1
411,Amritsar,Female,57,7,0,2,1,93825.78,0
587,Mumbai,Female,51,10,125584.17,2,1,41852.24,1
683,Delhi,Male,44,4,50911.21,3,0,97629.31,1
654,Amritsar,Male,41,4,91955.61,1,1,37065.66,0
670,Mumbai,Female,33,5,84266.44,2,0,38614.69,0
655,Amritsar,Female,49,2,147149.59,1,1,87816.86,0
752,Amritsar,Female,42,6,0,2,1,184866.86,0
534,Amritsar,Female,56,5,104822.45,1,0,160176.47,0
635,Amritsar,Male,59,2,146766.72,2,0,164357.1,0
491,Mumbai,Male,48,8,148745.92,2,1,17818.33,0
516,Amritsar,Male,60,1,0,1,1,142680.64,1
530,Amritsar,Female,20,10,0,1,1,85081.09,0
687,Delhi,Male,51,9,0,2,1,176450.19,0
684,Amritsar,Female,24,4,135203.81,2,1,121967.88,0
706,Mumbai,Male,57,8,93301.97,2,0,127187.04,0
490,Mumbai,Male,24,5,96341,2,0,108313.34,0
796,Amritsar,Male,44,3,165326.2,1,1,57205.55,0
849,Amritsar,Male,30,5,0,2,0,157891.86,0
779,Amritsar,Female,41,6,99786.2,1,1,86927.53,0
794,Delhi,Female,58,8,114440.24,1,1,107753.07,0
748,Delhi,Male,53,3,141573.55,1,1,82158.14,0
663,Delhi,Female,59,2,0,1,1,29135.89,1
645,Delhi,Female,59,3,133676.65,1,0,17095.49,0
464,Amritsar,Female,41,4,147493.7,2,1,100447.53,0
737,Amritsar,Male,33,1,0,1,1,83470.4,1
590,Amritsar,Female,53,9,0,2,1,121846.81,0
522,Mumbai,Female,37,2,95022.57,1,1,129107.59,0
648,Amritsar,Female,44,7,0,1,1,54726.43,0
754,Amritsar,Male,35,10,0,1,1,116141.72,0
669,Amritsar,Male,49,6,149713.61,3,1,124872.42,1
648,Mumbai,Female,36,5,107963.38,1,0,186438.86,1
763,Amritsar,Male,39,1,0,2,1,134281.11,0
790,Delhi,Male,31,2,0,1,1,91044.47,0
581,Amritsar,Male,28,10,0,2,1,74320.75,0
703,Amritsar,Male,46,8,0,2,1,9704.66,0
571,Amritsar,Female,52,5,102017.25,2,0,128600.49,0
657,Delhi,Female,38,10,0,2,0,6468.24,0
737,Amritsar,Male,51,9,0,2,0,57898.58,0
793,Delhi,Male,26,1,96674.55,2,0,192120.66,0
783,Delhi,Female,27,10,81811.71,1,1,164213.53,1
751,Delhi,Male,24,10,79281.61,1,1,117547.76,0
579,Amritsar,Male,23,8,0,2,1,26149.25,0
655,Mumbai,Female,32,7,122314.39,1,1,9181.66,0
614,Mumbai,Male,50,9,140733.74,1,1,166588.76,0
678,Mumbai,Male,43,9,116933.11,1,1,195053.58,1
562,Delhi,Male,27,3,165445.04,2,1,85787.31,0
711,Mumbai,Female,21,2,123805.03,1,1,102428.51,0
620,Amritsar,Male,20,7,107548.94,1,1,71175.94,0
437,Amritsar,Male,59,7,111634.29,2,0,166440.32,0
691,Mumbai,Female,58,10,109153.96,3,1,148848.76,1
552,Delhi,Female,38,7,0,2,1,140286.69,0
765,Mumbai,Male,24,4,86055.17,2,1,104220.5,0
707,Mumbai,Female,38,8,98438.23,1,0,70778.63,1
764,Delhi,Male,49,9,0,2,1,65868.28,0
585,Amritsar,Female,40,7,144705.87,2,0,171482.56,0
784,Amritsar,Male,35,8,0,2,1,143204.41,0
605,Amritsar,Male,21,10,91612.91,1,1,28427.84,0
699,Delhi,Male,24,6,0,1,1,78387.32,0
544,Amritsar,Female,45,1,0,1,0,161076.92,0
803,Amritsar,Female,45,8,192122.84,1,1,54277.45,1
735,Amritsar,Male,31,3,179904,1,1,137180.95,0
673,Amritsar,Male,31,2,178058.06,2,0,21063.71,1
652,Amritsar,Male,52,1,176166.56,2,1,152210.81,0
694,Amritsar,Male,40,3,156864.2,2,0,88890.75,0
741,Amritsar,Female,56,4,0,2,1,190534.76,0
590,Delhi,Male,27,5,0,2,1,83090.35,0
809,Delhi,Female,54,6,0,2,0,141426.78,0
523,Amritsar,Male,42,5,161588.89,1,1,51358.66,0
540,Amritsar,Male,39,5,109349.29,1,1,88703.04,1
596,Delhi,Female,22,7,0,2,1,116696.77,0
597,Amritsar,Female,58,5,0,2,1,7156.09,0
407,Delhi,Male,49,9,0,1,1,49161.12,1
748,Amritsar,Male,27,7,152335.7,1,1,126743.33,1
562,Amritsar,Female,23,9,124662.54,1,1,65390.46,1
734,Mumbai,Female,20,5,91522.04,2,1,138835.91,0
710,Amritsar,Male,60,7,0,2,1,36154.66,0
539,Delhi,Female,39,6,62052.28,1,0,59755.14,0
542,Amritsar,Male,27,2,107871.72,1,1,125302.64,0
717,Amritsar,Female,39,7,99472.76,2,1,94274.72,1
682,Delhi,Female,22,5,128039.01,1,1,102260.16,0
515,Amritsar,Male,26,5,0,2,1,136028.97,0
526,Delhi,Female,41,4,114634.63,2,1,110114.38,1
702,Amritsar,Male,46,2,56738.47,2,1,100442.22,1
651,Mumbai,Male,27,7,90355.12,2,0,193597.94,0
792,Mumbai,Male,58,10,115725.24,2,0,1871.25,0
817,Mumbai,Male,56,6,114327.59,2,1,42831.11,0
674,Mumbai,Female,25,6,100762.64,1,1,182156.86,0
641,Amritsar,Female,43,5,0,1,0,151648.66,1
513,Delhi,Male,30,3,89039.9,2,1,146738.83,0
561,Amritsar,Male,60,7,78829.53,1,1,12148.2,0
627,Mumbai,Male,48,2,112372.96,1,1,118029.09,0
682,Mumbai,Male,38,1,122029.15,1,1,50783.88,0
683,Amritsar,Female,38,1,157829.12,1,0,129891.66,0
420,Mumbai,Female,21,3,108377.75,2,1,9904.63,0
670,Amritsar,Female,44,1,95507.12,1,1,63213.31,0
505,Mumbai,Male,32,5,127146.68,1,0,137565.87,0
580,Mumbai,Male,43,3,133811.78,1,1,17185.95,1
577,Amritsar,Male,29,9,121092.47,2,0,143783.46,0
773,Mumbai,Male,58,6,126979.75,1,0,36823.28,0
616,Amritsar,Male,33,3,144235.73,2,0,154957.66,1
763,Amritsar,Female,41,10,152582.2,2,0,31892.82,0
640,Delhi,Male,44,2,172478.15,1,1,191084.4,1
592,Amritsar,Male,38,2,126477.42,1,0,179718.17,0
528,Delhi,Male,57,10,97473.87,2,1,159823.16,0
630,Amritsar,Male,31,8,138053.67,1,0,114110.97,0
529,Amritsar,Female,34,3,164003.05,2,1,60993.23,0
546,Amritsar,Female,24,4,0,1,1,66408.01,1
753,Amritsar,Female,33,5,0,2,1,136398.9,0
772,Delhi,Female,55,10,122486.11,2,1,140709.25,0
567,Amritsar,Male,35,6,0,2,0,8555.73,0
628,Mumbai,Female,23,7,53667.44,1,1,115022.94,0
658,Amritsar,Male,34,3,0,2,0,187638.34,0
679,Delhi,Male,40,8,109327.65,1,1,3829.13,0
629,Delhi,Male,27,3,121151.05,1,0,119357.93,0
731,Delhi,Male,24,2,101043.63,1,1,192175.52,0
775,Mumbai,Male,32,2,83501.66,2,1,128841.31,0
660,Delhi,Male,54,3,80462.24,1,0,150422.35,0
752,Amritsar,Male,50,7,0,1,1,188187.05,0
655,Amritsar,Male,41,8,109093.41,2,1,1775.52,0
543,Delhi,Female,38,6,140355.6,1,1,85086.78,0
811,Amritsar,Male,42,6,0,2,1,3797.79,0
689,Mumbai,Male,45,5,130170.82,2,1,150856.38,0
531,Amritsar,Female,36,7,0,2,0,90537.47,0
515,Amritsar,Male,36,9,109542.29,1,1,166370.81,0
466,Amritsar,Female,32,5,33563.95,2,1,178994.13,1
782,Amritsar,Male,57,2,148795.17,2,1,195681.43,0
611,Amritsar,Male,36,7,0,2,1,53277.15,0
621,Mumbai,Male,27,8,174126.75,3,1,172490.78,1
604,Delhi,Male,35,3,0,1,0,11819.84,0
655,Delhi,Female,60,1,106405.03,1,1,82900.25,0
689,Delhi,Male,39,2,0,1,1,82709.8,0
681,Delhi,Male,36,2,128393.29,1,1,180593.45,0
643,Mumbai,Male,25,6,127841.52,1,1,172363.41,0
617,Amritsar,Female,39,4,137295.19,2,1,91195.12,0
638,Delhi,Female,28,4,155828.22,1,0,108987.25,1
743,Amritsar,Male,27,8,0,2,1,44265.28,0
